OBJECTID,TLIGHTS_,TLIGHTS_ID,SITE_NO,SITE_NAME,SITE_TYPE,DIRECTORY,DIR_REF,D_ADDED,D_TOWNS,D_EDITED,D_REMOVED,LINK_MODE,STATUS,COMMENTS,MULTI,UFI,ARC_UFI,latitude,longitude
45240,,,3525,FERGUSON BTW LYONS/BATH,FLASH PX,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8587379993046,144.896361999621
45241,,,4528,BATMAN/MELB PARK NTH ACCESS,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8184989989882,144.975676000265
45242,,,4529,MELBOURNE PARK NTH ACCESS/FED SQ ACCESS,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8184059994474,144.976385000459
45243,,,5114,BARRABOOL/BELLE VUE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.1715159993393,144.324397000069
45244,,,572,WARBURTON/HEALESVILLE-KOO WEE RUP,INT,,,,,,,,OPERATIONAL,"DIDO,PTS_SIGN,RADOUT",,,,-37.7803059987485,145.531403999989
45245,,,530,MONASH/PHE,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN",,,,-38.0281799987439,145.321917000455
45246,,,5027,MYERS/SWANSTON,INT,,,,,,,,OPERATIONAL,TELECOM,,,,-38.1535079991426,144.366359999457
45247,,,517,BALLARTO NR GREENWOOD,POS,,,,,,,,OPERATIONAL,,,,,-38.1155589991172,145.180801999939
45248,,,3868,BRIDGE NR VERITY,POS,,,,,,,,OPERATIONAL,"ASB WARN,EVP,PUFFIN,TRAM PRI",,,,-37.8178489994401,144.992663999459
45249,,,962,WESTALL/ROSEBANK,INT,,,,,,,,OPERATIONAL,,,,,-37.9411469986939,145.140311000463
45250,,,3664,TOORONGA NR BETHUNE,POS,,,,,,,,OPERATIONAL,,,,,-37.8420949989057,145.045575000176
45251,,,2181,HUME/AUSTRAK,INT,,,,,,,,OPERATIONAL,FIRE LNK,,,,-37.6380509990564,144.950588000155
45252,,,3145,CENTRE DANDENONG/CHIFLEY,INT,,,,,,,,OPERATIONAL,,,,,-37.9719679993453,145.106965999661
45253,,,595,GREENS/SOUTH PARK DEVELOPMENT ACCESS,INT,,,,,,,,OPERATIONAL,,,,,-38.0130159990158,145.201757000465
45254,,,6654,PRINCES/VINCENT,INT,,,,,,,,OPERATIONAL,DUST,,,,-38.2398059991682,146.408926000242
45255,,,3949,MARTIN NR SPINK,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8974989992588,145.004787000385
45256,,,3188,Soldiers Rd/ Viewbright Rd/ Skylark Blvd,INT,,,,,,,,OPERATIONAL,Bike Det,,,,-38.0816379991481,145.362840999457
45257,,,3147,LOWER DANDENONG/WOODLANDS,INT,,,,,,,,OPERATIONAL,,,,,-37.9876739991952,145.11788500033
45258,,,767,DORSET/CHANDLER,INT,,,,,,,,OPERATIONAL,,,,,-37.8597839988727,145.285771999768
45259,,,3394,MONASH ON RAMP NR PUNT,POS,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8288649989029,144.98813400028
45260,,,316,HIGH NR VILLAGE,POS,,,,,,,,OPERATIONAL,,,,,-37.7822109991112,145.11007799973
45261,,,2043,DONCASTER/WHITTENS,INT,,,,,,,,OPERATIONAL,,,,,-37.7871909992909,145.132725999539
45262,,,6069,ARCHER/WILMOT/POPLAR,INT,,,,,,,,OPERATIONAL,DIDO,,,,-36.3990329989022,145.409574999846
45263,,,365,HIGH ST RD/CAPITAL,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8765029986985,145.185861999435
45264,,,490,GLADSTONE/HALTON,INT,,,,,,,,OPERATIONAL,,,,,-37.9566449987245,145.207326000043
45265,,,966,POWER NR MONASH FWY,POS,,,,,,,,OPERATIONAL,,,,,-37.9774469993019,145.241384999846
45266,,,2595,MELTON HWY/GOURLAY,INT,,,,,,,,OPERATIONAL,,,,,-37.691937998686,144.744229999919
45267,,,2050,MCINTYRE/WHITEHILL,INT,,,,,,,,OPERATIONAL,,,,,-37.7545969995113,144.832818999854
45268,,,2808,CHILDS/PRINCE OF WALES,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.6624899993887,145.047362999634
45269,,,2809,CHILDS/BETULA,INT,,,,,,,,OPERATIONAL,,,,,-37.667952999157,145.060683000477
45270,,,3241,VICTORIA/DUNDAS,INT,,,,,,,,OPERATIONAL,,,,,-37.7537229988194,145.014113999543
45271,,,491,WELLINGTON/COLES MYER HOUSE,INT,,,,,,,,OPERATIONAL,,,,,-37.9189019988283,145.160413999922
45272,,,394,PHE/DOHERTY,INT,,,,,,,,OPERATIONAL,,,,,-38.0630009987473,145.460130000424
45273,,,4512,ELIZABETH/A'BECKETT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8092499987412,144.960867000424
45274,,,4514,KING/ROSSLYN/CHETWYND,INT,,,,,,,,OPERATIONAL,,,,,-37.8081629993925,144.951685999737
45275,,,4517,KING/DUDLEY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8092389995562,144.952365000276
45276,,,4518,DRYBURGH/SPENCER/MILLER,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,-37.8054409993566,144.94305299949
45277,,,4519,SPENCER/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,,,,,-37.8061459991063,144.944844999968
45278,,,4520,SPENCER/HAWKE,INT,,,,,,,,OPERATIONAL,"ASB WARN,PARTFCRT",,,,-37.8070909991462,144.946967999632
45279,,,4521,SPENCER/DUDLEY,INT,,,,,,,,OPERATIONAL,"Bluetooth,SRLC",,,,-37.8101329994942,144.949987000453
45280,,,4522,DUDLEY/ADDERLEY,INT,,,,,,,,OPERATIONAL,,,,,-37.8109559991469,144.947823000255
45281,,,4523,SWANSTON/FRANKLIN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8074649989393,144.962837999679
45282,,,4524,KING/HAWKE,INT,,,,,,,,OPERATIONAL,SRLC,,,,-37.8055049994986,144.948655000511
45283,,,4525,FLINDERS EXT/WORLD TRADE CENTRE ACCESS,POS,,,,,,,,OPERATIONAL,,,,,-37.8212339994295,144.954608000187
45284,,,4531,ST KILDA NR CONCERT HALL,POS,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8196209987435,144.968433999508
45285,,,4534,ST KILDA NR COVENTRY,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,-37.8282519990059,144.971361999987
45286,,,4535,ST KILDA NR DORCAS,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,-37.830285999136,144.971337000535
45287,,,4536,ST KILDA/PARK/DOMAIN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.8324419991832,144.971923000049
45288,,,4537,COMMERCIAL/IZETT,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8466339989569,144.992351999787
45289,,,4538,ST KILDA/KINGSWAY,INT,,,,,,,,OPERATIONAL,"SRLC,TRAM PRI",,,,-37.8362179987005,144.975537999784
45290,,,4463,FLEMINGTON/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,"ASB WARN,TRAM PRI",,,,-37.7936149989483,144.94745299998
45291,,,4464,FLEMINGTON NR CHILDREN'S HOSPITAL,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,-37.7958099990646,144.950209000121
45292,,,4465,FLEMINGTON/GATEHOUSE/HARKER,INT,,,,,,,,OPERATIONAL,"Bluetooth,MICROCEL,SRLC,TRAM",,,,-37.7965959993168,144.951197000313
45293,,,4466,FLEMINGTON/GRATTAN/WRECKYN,INT,,,,,,,,OPERATIONAL,"Bluetooth,TRAM PRI",,,,-37.7996519987028,144.955033999916
45294,,,4467,ELLIOT/TRAMWAY CROSSING,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7883529989884,144.949757999892
45295,,,4468,FLEMINGTON NR PARK,POS,,,,,,,,OPERATIONAL,TRAM RSV,,,,-37.7975989991532,144.952456000174
45296,,,4469,RACECOURSE NR CROWN,POS,,,,,,,,OPERATIONAL,"GWTT,TRAM PRI,TRAM RSV",,,,-37.7874189990247,144.922122000031
45297,,,4470,MT ALEXANDER/MOOLTAN,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7841079995056,144.937138999935
45298,,,4471,MT ALEXANDER/WELLINGTON,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7811729994556,144.932541000061
45299,,,4472,RACECOURSE/EASTWOOD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.7881579994648,144.929483000377
45300,,,4480,MACAULAY/EPSOM/KENSINGTON,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,-37.7941389986788,144.927698999714
45301,,,4481,MACAULAY NR BELLAIR,POS,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.7944409993448,144.930176000524
45302,,,4482,DYNON/KENSINGTON,INT,,,,,,,,OPERATIONAL,"ASB WARN,BUS PRI",,,,-37.8015149987369,144.914853999682
45303,,,4483,DYNON/LLOYD,INT,,,,,,,,OPERATIONAL,,,,,-37.8030859988101,144.929160999613
45304,,,4484,MACAULAY/STUBBS,INT,,,,,,,,OPERATIONAL,SRLC,,,,-37.7949749994442,144.93486000001
45305,,,4485,MACAULAY NR LANGFORD,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.7951769987055,144.936623999947
45306,,,4490,BOUNDARY/MACAULAY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.7954329995579,144.938870999713
45307,,,4492,ARDEN/DRYBURGH/MACAULAY,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8003009993688,144.943978000304
45308,,,4493,ARDEN/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8005279992297,144.94590099994
45309,,,5084,THOMPSON NR VISTULA,POS,,,,,,,,OPERATIONAL,,,,,-38.113437998893,144.342888999844
45310,,,5085,THOMPSON/VICTORIA,INT,,,,,,,,OPERATIONAL,,,,,-38.1217659988143,144.341271000378
45311,,,5086,SURF COAST HWY NR CHERYL,POS,,,,,,,,OPERATIONAL,,,,,-38.1882589988536,144.343763000228
45312,,,5087,SURF COAST HWY/MARSHALLTOWN,INT,,,,,,,,OPERATIONAL,,,,,-38.1956689991943,144.342407999472
45313,,,5089,RYRIE/GARDEN,INT,,,,,,,,OPERATIONAL,,,,,-38.1529379994118,144.372346000216
45314,,,5194,BELLARINE HWY/CHRISTIES RD/CLAREMONT DR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.1914469995052,144.473448000006
45315,,,5193,BELLARINE HWY/KENSINGTON,INT,,,,,,,,OPERATIONAL,PARTFCRT,,,,-38.1891799991603,144.464290000014
45316,,,5192,BELLARINE HWY(ORMOND RD)/HUMBLE,INT,,,,,,,,OPERATIONAL,,,,,-38.1621169990461,144.378231999856
45317,,,5083,SURF COAST HWY/HEYERS,INT,,,,,,,,OPERATIONAL,,,,,-38.2085799993248,144.33997099998
45318,,,4657,HIGH NR LAWRY,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.7704249993422,144.99879600044
45319,,,598,PHE/VICTOR,INT,,,,,,,,OPERATIONAL,,,,,-38.0271489993359,145.312650000316
45320,,,5057,MOORABOOL/FYANS,INT,,,,,,,,OPERATIONAL,"PARTFCRT,RLC,SAFECAM,SRLC",,,,-38.1617039988483,144.354110999988
45321,,,5058,HIGH ST/BARWON HEADS/BARRABOOL,INT,,,,,,,,OPERATIONAL,,,,,-38.1675789991818,144.350644000237
45322,,,5059,HIGH/MT PLEASANT,INT,,,,,,,,OPERATIONAL,,,,,-38.1711579992831,144.346875999559
45323,,,3878,BURNLEY/NORTHERN ACCESS RD,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.8124449992047,145.009591999851
45324,,,4157,HIGH NR UNION,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.7793899995328,144.996992000096
45325,,,4987,PLENTY/BETULA,INT,,,,,,,,OPERATIONAL,,,,,-37.6830019994783,145.06891099989
45326,,,4986,PLENTY/CLEMENTS,INT,,,,,,,,OPERATIONAL,,,,,-37.681840999353,145.069125999989
45327,,,4978,FERGUSON NR MELBOURNE,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.857668999534,144.886945999544
45328,,,5255,BALLAN/CAMBRIDGE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,-37.8959909990055,144.637304999854
45329,,,5088,SURF COAST HWY/PIONEER,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.2031109990249,144.3409590005
45330,,,5060,HIGH/REGENT,INT,,,,,,,,OPERATIONAL,,,,,-38.1733219987476,144.344573000385
45331,,,5061,HIGH NR ROSLYN,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-38.1753879993726,144.342373000479
45332,,,5062,HIGH/ROSLYN/THOMSON/CORIO,INT,,,,,,,,OPERATIONAL,,,,,-38.1753879993726,144.342373000479
45333,,,5063,HIGH NR DOROTHY,POS,,,,,,,,OPERATIONAL,,,,,-38.1782209986752,144.339348000166
45334,,,5066,CORIO-WAURN PONDS / REYNOLDS,INT,,,,,,,,OPERATIONAL,,,,,-38.1893459992081,144.327742000233
45335,,,4433,HAMPSHIRE NR SERVICE,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.7825199991602,144.832489000007
45336,,,753,SEAFORD/RAILWAY/FORTESCUE,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-38.110544999126,145.130796999625
45337,,,5105,PHW/GRANT/HART,INT,,,,,,,,OPERATIONAL,"DIDO,PARTFCRT",,,,-38.3392989994302,143.581659999859
45338,,,1260,CRANBOURNE-FRANKSTON/NORTHGATEWAY/QUARRY,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.1446699990573,145.205079000421
45339,,,1261,CRANBOURNE-FRANKSTON/CENTRE/POTTS,INT,,,,,,,,OPERATIONAL,,,,,-38.1416489988363,145.211640000539
45340,,,6291,CONDON/RESERVOIR,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-36.7751919995343,144.308553000053
45341,,,3474,MAHER NR THOMAS,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8635409991712,144.770989000455
45342,,,2683,HIGH/BARRIES,INT,,,,,,,,OPERATIONAL,,,,,-37.6849579991645,144.558998999966
45343,,,6446,CALDER HWY NR MILDURA PLAZA,POS,,,,,,,,OPERATIONAL,,,,,-34.2077839995556,142.137233999932
45344,,,2735,SUNSHINE/CALVERTON,INT,,,,,,,,OPERATIONAL,,,,,-37.7355629994679,144.820191999973
45345,,,2741,SUNSHINE/COPERNICUS,INT,,,,,,,,OPERATIONAL,,,,,-37.7233569994533,144.807882999638
45346,,,801,STUD/STUD PARK SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,,,,,-37.9191909992184,145.234714999594
45347,,,6078,MIDLAND HWY/FRYERS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-36.3794039994343,145.395800000531
45348,,,961,STH GIPPS'D HWY/ABBOTTS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.0349339994161,145.245487000316
45349,,,705,MANNINGHAM/AYR,INT,,,,,,,,OPERATIONAL,,,,,-37.7724169987429,145.104749000537
45350,,,848,CANTERBURY/STEVENS,INT,,,,,,,,OPERATIONAL,,,,,-37.8362699995649,145.185177000439
45351,,,2634,MCINTYRE/SUFFOLK,INT,,,,,,,,OPERATIONAL,,,,,-37.7716009995097,144.829734999941
45352,,,2212,MAROONDAH HWY/MARKET/MURRAY,INT,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.8167339992295,145.22437499999
45353,,,2701,MELTON HWY/SUNSHINE,POS,,,,,,,,OPERATIONAL,"Bluetooth,RBT SIGS",,,,-37.7016279990214,144.800222000366
45354,,,591,STH GIPPS'D HWY NR LYALL,POS,,,,,,,,OPERATIONAL,"Bluetooth,DUST,PTS_SIGN",,,,-38.2137379994912,145.381209999833
45355,,,6823,KOROIT NR LIEBIG & KEPLER,POS,,,,,,,,OPERATIONAL,,,,,-38.3830939995087,142.482458999827
45356,,,159,BURWOOD HWY/LAKEWOOD,INT,,,,,,,,OPERATIONAL,,,,,-37.8750269987967,145.253613999864
45357,,,3484,MAIDSTONE NR GATE 6,POS,,,,,,,,OPERATIONAL,,,,,-37.8494709986865,144.80899999982
45358,,,4775,HIGH ST/BUNNINGS ACCESS,INT,,,,,,,,OPERATIONAL,,,,,-37.6524159987935,145.023299000244
45359,,,4733,ALBERT/LAKESIDE,INT,,,,,,,,OPERATIONAL,"Bluetooth,EVP",,,,-37.837379998852,144.967663999889
45360,,,4734,QUEENS/LINK,INT,,,,,,,,OPERATIONAL,,,,,-37.8494929990696,144.977943000157
45361,,,755,MOOROODUC HWY NR RAIL CROSSING,POS,,,,,,,,OPERATIONAL,"PUFFIN,RAIL LNK",,,,-38.1499129987119,145.134358000267
45362,,,5658,PHE/MYER,INT,,,,,,,,OPERATIONAL,DUST,,,,-37.8792799993591,147.993991000433
45363,,,2445,QUEENS O'HEAD N ARTHUR GANTRY 02,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.8390499988711,144.974181000012
45364,,,2446,QUEENS O'HEAD N LEOPOLD GANTRY 03,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.841352999546,144.975022000301
45365,,,2447,QUEENS O'HEAD N LOUISE GANTRY 04,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.843340999191,144.975740999711
45366,,,2448,QUEENS O'HEAD N ROY GANTRY 05,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.8460249988065,144.976720000462
45367,,,2449,QUEENS O'HEAD N BEATRICE GANTRY 06,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.8478839995166,144.977401999955
45368,,,2450,QUEENS O'HEAD S BEATRICE GANTRY 07,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.8487669987703,144.977704999688
45369,,,2467,QUEENS O'HEAD N LORNE GANTRY 08,OH LANE,,,,,,,,OPERATIONAL,,,,,-37.8505119992585,144.978276999514
45370,,,116,MAROONDAH HWY/FIRE STN,FIRE SIG,,,,,,,,OPERATIONAL,"AMBU LNK,FIRE LNK",,,,-37.8185089989353,145.178256999449
45371,,,5311,NOBLE NR CLAREMONT,POS,,,,,,,,OPERATIONAL,,,,,-38.1530329988535,144.337776999592
45372,,,377,FERNTREE GULLY/ENT BUNNINGS (KNOX),INT,,,,,,,,OPERATIONAL,,,,,-37.8976079989366,145.243149999563
45373,,,157,MAROONDAH HWY/KIMBERLEY/FLETCHER,INT,,,,,,,,OPERATIONAL,ASB WARN,,,,-37.7613579994396,145.310585000497
45374,,,2645,MELTON HWY/OVERTON LEA,INT,,,,,,,,OPERATIONAL,VRLS,,,,-37.6946169994619,144.766158999523
45375,,,6656,PRINCES HWY/VILLAGE,INT,,,,,,,,OPERATIONAL,"DUST,PTS_SIGN",,,,-38.2208819993788,146.471994999858
45376,,,4494,ARDEN/CURZON,INT,,,,,,,,OPERATIONAL,,,,,-37.8008149987839,144.948512000383
45377,,,4495,ARDEN/ERROL,INT,,,,,,,,OPERATIONAL,,,,,-37.8010229992734,144.9504239995
45378,,,4496,QUEENSBERRY/ABBOTSFORD,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8025949990467,144.945530999883
45379,,,2149,SYDNEY / CAMPBELLFIELD SHOPPING CENTRE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.6878499990977,144.958050000493
45380,,,597,PRINCES HWY/ARMY,INT,,,,,,,,OPERATIONAL,PTS_SIGN,,,,-38.0682259987122,145.496971999552
45381,,,175,STUD/KNOX TAFE COLLEGE ENT/RIVERPARK,INT,,,,,,,,OPERATIONAL,,,,,-37.8731019992994,145.232934999733
45382,,,799,STUD/HARCREST BLVD,INT,,,,,,,,OPERATIONAL,,,,,-37.8823049990948,145.232928999471
45383,,,3435,WHITEHALL/SOMERVILLE,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8146649990233,144.899771000182
45384,,,2644,MCINTYRE/PHOENIX,INT,,,,,,,,OPERATIONAL,,,,,-37.7752249991148,144.829058000406
45385,,,2658,WESTERN HWY/CHRISTIES/CAROLINE SPRING,INT,,,,,,,,OPERATIONAL,"FIRE LNK,PTS_SIGN",,,,-37.7563319994153,144.739647000447
45386,,,2984,MALVERN NR WESTBOURNE,POS,,,,,,,,OPERATIONAL,"PUFFIN,TRAM PRI",,,,-37.8483239992166,145.004896999619
45387,,,3505,QUEEN NR SARGOOD,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8692929992382,144.828756999979
45388,,,2750,ST ALBANS NR DEBENHAM,POS,,,,,,,,OPERATIONAL,,,,,-37.7523829988841,144.806067999982
45389,,,2342,NEPEAN HWY/MCDONALD,POS,,,,,,,,OPERATIONAL,RBT SIGS,,,,-38.0055879990558,145.086336999493
45390,,,510,STATION/THAMES PROMENADE,INT,,,,,,,,OPERATIONAL,,,,,-38.0506089993768,145.11561999958
45391,,,3082,PENTRIDGE NR ACCESS ROAD,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.7381489987679,144.968781000465
45392,,,290,PHE/SMITH,INT,,,,,,,,OPERATIONAL,,,,,-37.9415529986966,145.165944999624
45393,,,3042,BELL/ALVA,INT,,,,,,,,OPERATIONAL,,,,,-37.7421689988058,144.974348999976
45394,,,3299,HEIDELBERG NR THE ESPLANADE,POS,,,,,,,,OPERATIONAL,,,,,-37.7847909991661,145.002604000135
45395,,,4478,WESTERN LINK NB ENTRY/MT ALEXANDER,INT,,,,,,,,OPERATIONAL,"Bluetooth,RAMP SGN,TRAM PRI",,,,-37.7859959986934,144.939135999904
45396,,,4486,WESTERN LINK/DYNON ON RAMP NORTH BD,INT,,,,,,,,OPERATIONAL,RAMP SGN,,,,-37.8046769991167,144.935323999972
45397,,,156,MERRINDALE NR CENTRE,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8134439988897,145.289862000232
45398,,,596,MITCHAM/PREMIER/REDLAND,INT,,,,,,,,OPERATIONAL,,,,,-37.830612998718,145.194849999884
45399,,,5334,BAANIP BOULEVARD / SOVEREIGN DR,INT,,,,,,,,OPERATIONAL,,,,,-38.214959999527,144.326416000493
45400,,,2502,SMITHFIELD/GATEHOUSE/STABLES,INT,,,,,,,,OPERATIONAL,,,,,-37.791071999219,144.919820000289
45401,,,554,BONEO/MCCOMBE,INT,,,,,,,,OPERATIONAL,,,,,-38.3608989994601,144.889681999992
45402,,,1076,GEORGIANA/WURUNDJERI,INT,,,,,,,,OPERATIONAL,TRAM PRI,,,,-37.8221999990926,144.950844999459
45403,,,306,WARBURTON HWY NR HEARSE,POS,,,,,,,,OPERATIONAL,,,,,-37.7551639993759,145.652958000397
45404,,,5078,MALOP/YARRA,INT,,,,,,,,OPERATIONAL,,,,,-38.1479779988712,144.363256999592
45405,,,5079,CORIO-WAURN POND(SETTLEMENT/BARWON HEADS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.1752389995362,144.352389000106
45406,,,5080,CHURCH/MINERVA,INT,,,,,,,,OPERATIONAL,,,,,-38.12984199907,144.331938999467
45407,,,5081,YARRA/LT MALOP,INT,,,,,,,,OPERATIONAL,,,,,-38.1489819993455,144.36280000001
45408,,,5082,MALOP NR YARRA,POS,,,,,,,,OPERATIONAL,,,,,-38.1478379988143,144.362744999614
45409,,,2145,SYDNEY RD/GRASSLANDS,INT,,,,,,,,OPERATIONAL,PTS_SIGN,,,,-37.6169639988774,144.947026999968
45410,,,892,WARRANDYTE/WONGA,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8003679991689,145.234533999955
45411,,,2680,CAROLINE SPRINGS/COMMERCIAL,INT,,,,,,,,OPERATIONAL,,,,,-37.7295739989851,144.741608999658
45412,,,3449,JOHNSTON/PATTERSON,INT,,,,,,,,OPERATIONAL,"Bluetooth,PARTFCRT",,,,-37.8006509993847,145.001231999674
45413,,,6810,PHW NR REGENT,POS,,,,,,,,OPERATIONAL,"DIDO,PUFFIN",,,,-38.3813549992816,142.22930900015
45414,,,603,MONASH FWY/STUD O/B RAMP,RAMP MTR,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.957748999455,145.225827000374
45415,,,1233,TAYLORS NEAR WATERVALE BLVD,POS,,,,,,,,OPERATIONAL,PUFFIN,,,,-37.725512999238,144.763641000271
45416,,,4163,DOCKLANDS DR/PEARL RIVER ROAD,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8148239989785,144.937711000311
45417,,,3967,DOCKLANDS/DOEPEL/WATERFRONT,INT,,,,,,,,OPERATIONAL,,,,,-37.8140959990593,144.939636000155
45418,,,297,MAROONDAH HWY/BRAND SMART,INT,,,,,,,,OPERATIONAL,,,,,-37.8183689994942,145.172127999707
45419,,,2696,WESTMORELAND BTW BALLARAT & PHOENIX,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.7767929995258,144.834748000252
45420,,,5330,WESTERN HWY/LAWRENCE,INT,,,,,,,,OPERATIONAL,"Bluetooth,DIDO",,,,-37.4298209989765,143.38370800006
45421,,,2641,WESTERN HWY/HARVESTER,INT,,,,,,,,OPERATIONAL,,,,,-37.7772239987301,144.830646999974
45422,,,2643,DEVONSHIRE/HARVESTER,INT,,,,,,,,OPERATIONAL,,,,,-37.7846719992327,144.830343999621
45423,,,2642,ANDERSON/FOUNDRY,INT,,,,,,,,OPERATIONAL,,,,,-37.7791089988805,144.828374999702
45424,,,3636,BLUFF NR HOLLOWAY,POS,,,,,,,,OPERATIONAL,,,,,-37.9568569993218,145.020047999962
45425,,,838,RAILWAY NR BLACKBURN,FLASH PX,,,,,,,,OPERATIONAL,,,,,-37.8197309995409,145.152765999654
45426,,,870,STATION NR CARRUM RAIL STATION,FLASH PX,,,,,,,,OPERATIONAL,,,,,-38.0754279987785,145.122886000351
45427,,,5260,CHERRY/RAILWAY,INT,,,,,,,,OPERATIONAL,"PUFFIN,RAIL LNK",,,,-37.8979119993272,144.663752000265
45428,,,5261,AVIATION/MAHER,INT,,,,,,,,OPERATIONAL,RAIL LNK,,,,-37.8659779994923,144.761437999671
45429,,,111,MAROONDAH HWY/METROPOLITAN,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-37.8182669993991,145.168460000317
45430,,,5026,CORIO-WAURN PONDS/PIGDONS,INT,,,,,,,,OPERATIONAL,,,,,-38.202288999238,144.306297000449
45431,,,5262,DERRIMUT/RAILWAY,INT,,,,,,,,OPERATIONAL,"Bluetooth,DUST",,,,-37.89068099933,144.680242000301
45432,,,2669,HIGH NR COBURNS,POS,,,,,,,,OPERATIONAL,"DIDO,PUFFIN",,,,-37.6843809989158,144.567140000473
45433,,,1039,QUEENSBERRY/CARDIGAN,INT,,,,,,,,OPERATIONAL,,,,,-37.8047279990959,144.964733999632
45434,,,1038,PUNT/GATE 6,INT,,,,,,,,OPERATIONAL,"ASB WARN,EVP",,,,-37.8214499988786,144.989386999943
45435,,,3727,PLENTY/GRANGE/SNAKE GULLY,INT,,,,,,,,OPERATIONAL,,,,,-37.7090679995423,145.050761999614
45436,,,3175,NARRE WARREN-CRANBOURNE/GLASSCOCKS,INT,,,,,,,,OPERATIONAL,Bluetooth,,,,-38.0717999994379,145.297834000524
45437,,,2040,WILLIAMSONS/AQUARENA/NORTH,INT,,,,,,,,OPERATIONAL,,,,,-37.7738209990111,145.1269570002
45438,,,6079,WELSFORD/FRYERS,INT,,,,,,,,OPERATIONAL,,,,,-36.3788309991837,145.398316000463
45439,,,305,STH GIPPSLAND HWY/LYNBROOK,INT,,,,,,,,OPERATIONAL,SRLC,,,,-38.0505249990835,145.257577000455
